"gene_name","gene_ort","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_sum_abund","TP_sum_abund","TDN_same_ort","TDN_oppo_ort","TP_same_ort","TP_oppo_ort","ort_fisher_test","abund_gini","Overlapping_Genes","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min"
"'P2RX5-TAX1BP3","-",0,2,0,2,0,6,0,0,1,1,1,0.333333333333333,"CTNS, TAX1BP3, EMC6, P2RX5",FALSE,TRUE,TRUE,FALSE,NA
"'HRASLS5","-",0,2,0,2,0,6,0,0,1,1,1,0.333333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'RMI1","+",3,2,3,3,3,8,2,1,1,2,1,0.333333333333333,"HNRNPK",FALSE,TRUE,TRUE,FALSE,NA
"'TAB1","+",5,3,10,4,13,8,5,5,2,2,1,0.333333333333333,"LOC100506472",FALSE,TRUE,TRUE,FALSE,NA
"'NAA30","+",3,3,3,4,4,10,2,1,4,0,0.428571428571428,0.333333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'MPP6","+",7,7,9,9,10,16,5,4,4,5,1,0.333333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'GRK3","+",5,3,6,3,7,6,2,4,1,2,1,0.333333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'ACAD11","-",5,5,7,6,8,10,3,4,5,1,0.265734265734266,0.333333333333333,"NPHP3-ACAD11, ACKR4, UBA5",FALSE,TRUE,TRUE,FALSE,NA
"'RANBP10","-",12,6,20,7,25,12,8,12,4,3,0.661835748792271,0.333333333333333,"",FALSE,TRUE,TRUE,FALSE,NA
"'COA1","-",19,8,33,21,37,35,16,17,10,11,1,0.330827067669173,"STK17A",FALSE,TRUE,TRUE,FALSE,NA
"'KDM2A","+",35,18,272,106,320,153,139,133,72,34,0.00384606184353367,0.328396606869699,"",FALSE,TRUE,TRUE,FALSE,NA
"'FUT8","+",13,8,28,13,32,22,15,13,4,9,0.200034023008059,0.325757575757576,"FUT8-AS1, MIR625",TRUE,TRUE,TRUE,FALSE,NA
"'ABHD16A","-",19,9,39,10,41,16,21,18,7,3,0.482260829877819,0.325,"MIR4646",FALSE,TRUE,TRUE,FALSE,NA
"'RPS10-NUDT3","-",17,9,38,14,41,22,21,17,9,5,0.753130242212863,0.324675324675324,"NUDT3, RPS10",FALSE,TRUE,TRUE,FALSE,NA
"'CD96","+",12,7,19,13,19,21,12,7,10,3,0.467316341829086,0.322344322344323,"ZBED2",FALSE,TRUE,TRUE,FALSE,NA
"'IPO7","+",14,9,17,13,18,21,6,11,7,6,0.460088351814068,0.322344322344323,"SNORA23",FALSE,TRUE,TRUE,FALSE,NA
"'BICD1","+",9,3,9,4,11,7,4,5,2,2,1,0.321428571428571,"",FALSE,TRUE,TRUE,FALSE,NA
"'NMT1","+",10,3,14,4,16,7,6,8,3,1,0.576470588235294,0.321428571428571,"",TRUE,TRUE,TRUE,FALSE,NA
"'NSD1","+",30,15,122,51,142,76,62,60,45,6,0.0000022187676552251,0.321172248803828,"",TRUE,TRUE,TRUE,FALSE,NA
"'USP53","+",5,4,6,5,8,10,4,2,3,2,1,0.32,"LOC101929762",FALSE,TRUE,TRUE,FALSE,NA
"'TDRD3","+",17,7,28,17,32,22,13,15,9,8,0.76310372230841,0.318181818181818,"",FALSE,TRUE,TRUE,FALSE,NA
"'SOS2","-",10,4,15,6,16,11,8,7,4,2,0.659442724458204,0.318181818181818,"",FALSE,TRUE,TRUE,FALSE,NA
"'CSNK2A1","-",11,7,23,16,25,25,15,8,11,5,1,0.3175,"",TRUE,TRUE,TRUE,FALSE,NA
"'PTEN","+",16,6,34,10,39,14,14,20,8,2,0.0688818317859724,0.317460317460317,"KLLN",TRUE,TRUE,TRUE,FALSE,NA
"'PTPRK","-",13,10,30,23,32,34,13,17,20,3,0.00154322801115008,0.315508021390374,"LOC101928140",TRUE,TRUE,TRUE,FALSE,NA
"'ZFAND3","+",11,10,22,16,26,23,13,9,12,4,0.489843569932558,0.313664596273292,"",FALSE,TRUE,TRUE,FALSE,NA
"'RASA2","+",19,12,33,32,34,45,22,11,25,7,0.407546932179249,0.313492063492063,"",FALSE,FALSE,TRUE,TRUE,7.26892786544384
"'PCSK4","-",0,4,0,4,0,8,0,0,4,0,1,0.3125,"",FALSE,FALSE,FALSE,TRUE,3.48097398823765
"'HSPBP1","-",11,4,12,4,14,8,7,5,2,2,1,0.3125,"",FALSE,TRUE,TRUE,FALSE,NA
"'SNX13","-",15,10,25,27,26,42,8,17,21,6,0.00181783548769055,0.312380952380952,"",FALSE,FALSE,TRUE,TRUE,0.550413794960624
"'CWC25","-",12,5,13,5,17,9,7,6,3,2,1,0.311111111111111,"",FALSE,TRUE,TRUE,FALSE,NA
"'NLK","+",11,5,22,8,24,12,15,7,6,2,1,0.309523809523809,"",FALSE,TRUE,TRUE,FALSE,NA
"'DOCK3","+",14,7,28,9,30,15,13,15,3,6,0.70229821286551,0.308333333333334,"",FALSE,TRUE,TRUE,FALSE,NA
"'TCERG1","+",10,9,14,15,18,22,9,5,11,4,0.699850074962519,0.307692307692307,"",FALSE,TRUE,TRUE,FALSE,NA
"'CHORDC1","-",8,9,13,14,14,23,3,10,10,4,0.0213009078536068,0.307453416149068,"",FALSE,TRUE,TRUE,FALSE,NA
"'TAPBP","-",15,7,36,16,40,23,18,18,8,8,1,0.307246376811595,"",FALSE,TRUE,TRUE,FALSE,NA
"'LRPPRC","-",6,10,6,15,6,23,3,3,9,6,1,0.307246376811595,"",FALSE,TRUE,TRUE,FALSE,NA
"'NARF","+",19,11,45,22,61,35,24,21,19,3,0.013458299723484,0.304761904761905,"",FALSE,TRUE,TRUE,FALSE,NA
"'PPP3CA","-",15,17,34,45,41,61,15,19,25,20,0.367472207919732,0.304508196721311,"MIR8066, MIR1255A",FALSE,TRUE,TRUE,FALSE,NA
"'MED17","+",2,3,2,3,2,11,0,2,3,0,0.1,0.303030303030303,"",FALSE,TRUE,TRUE,FALSE,NA
"'CCDC57","-",30,15,140,43,156,65,73,67,20,23,0.601667641101547,0.300384615384615,"",FALSE,TRUE,TRUE,FALSE,NA
"'E4F1","+",8,2,10,2,12,10,3,7,1,1,1,0.3,"",FALSE,TRUE,TRUE,FALSE,NA
"'PTPN12","+",9,2,13,2,16,5,4,9,1,1,1,0.3,"",FALSE,TRUE,TRUE,FALSE,NA
"'STK11","+",18,7,47,10,53,15,21,26,4,6,1,0.3,"",TRUE,TRUE,TRUE,FALSE,NA
"'SMC6","-",6,3,8,8,8,13,3,5,5,3,0.619269619269619,0.298076923076923,"",FALSE,TRUE,TRUE,FALSE,NA
"'MROH1","+",35,13,299,86,351,125,153,146,45,41,0.902792893112752,0.297743589743586,"",FALSE,TRUE,TRUE,FALSE,NA
"'MAPK8IP3","+",28,12,109,37,138,55,59,50,19,18,0.84944895278573,0.296791443850267,"MIR3177",FALSE,TRUE,TRUE,FALSE,NA
"'ATP8A1","-",15,8,25,19,31,31,10,15,16,3,0.00498832619478425,0.295698924731183,"",FALSE,TRUE,TRUE,FALSE,NA
"'GPATCH8","-",26,13,79,38,83,54,42,37,28,10,0.0441120472275212,0.295238095238094,"",FALSE,TRUE,TRUE,FALSE,NA
"'PHF3","+",10,10,14,21,16,30,6,8,17,4,0.0312606599925844,0.293333333333333,"",FALSE,TRUE,TRUE,TRUE,1.77091947382572
"'CLASP2","-",12,7,19,15,21,22,10,9,10,5,0.495296706485467,0.292207792207792,"",FALSE,TRUE,TRUE,FALSE,NA
"'PDZD8","-",10,8,10,12,12,20,6,4,8,4,1,0.291666666666667,"",FALSE,TRUE,TRUE,FALSE,NA
"'GRK6","+",6,3,8,5,8,11,5,3,2,3,0.592074592074592,0.290909090909091,"PRR7-AS1",FALSE,TRUE,TRUE,FALSE,NA
"'C19orf25","-",1,3,1,3,2,7,1,0,3,0,1,0.285714285714286,"APC2",FALSE,FALSE,TRUE,TRUE,3.48097398823765
"'GGA3","-",7,7,11,7,11,11,10,1,6,1,1,0.285714285714286,"MRPS7",FALSE,TRUE,TRUE,FALSE,NA
"'NFKBID","-",16,7,26,23,30,33,15,11,12,11,0.777684724202801,0.285714285714286,"",FALSE,TRUE,TRUE,FALSE,NA
"'TRAF2","+",34,10,105,32,126,43,44,61,17,15,0.311830820917136,0.283222591362126,"MIR4479",FALSE,TRUE,TRUE,FALSE,NA
"'CTCF","+",22,10,65,26,76,37,30,35,16,10,0.24676326047367,0.27891891891892,"",FALSE,TRUE,TRUE,FALSE,NA
